Date,Open,High,Low,Close,Volume,Adj Close
2014-10-15,1.70,1.70,1.70,1.70,000,1.70
2014-10-14,1.70,1.70,1.70,1.70,000,1.70
2014-10-13,1.70,1.70,1.70,1.70,000,1.70
2014-10-10,1.70,1.70,1.70,1.70,000,1.70
2014-10-09,1.70,1.70,1.70,1.70,000,1.70
2014-10-08,1.70,1.70,1.70,1.70,000,1.70
2014-10-07,1.70,1.70,1.70,1.70,000,1.70
2014-10-06,1.70,1.70,1.70,1.70,000,1.70
2014-10-03,1.70,1.70,1.70,1.70,000,1.70
2014-10-02,1.70,1.70,1.70,1.70,000,1.70
2014-10-01,1.70,1.70,1.70,1.70,000,1.70
2014-09-30,1.70,1.70,1.70,1.70,000,1.70
2014-09-29,1.70,1.70,1.70,1.70,000,1.70
2014-09-26,1.70,1.70,1.70,1.70,000,1.70
2014-09-25,1.70,1.70,1.70,1.70,000,1.70
2014-09-24,1.70,1.70,1.70,1.70,000,1.70
2014-09-23,1.70,1.70,1.70,1.70,000,1.70
2014-09-22,1.70,1.70,1.70,1.70,000,1.70
2014-09-19,1.70,1.70,1.70,1.70,000,1.70
2014-09-18,1.70,1.70,1.70,1.70,000,1.70
2014-09-17,1.70,1.70,1.70,1.70,000,1.70
2014-09-16,1.70,1.70,1.70,1.70,000,1.70
2014-09-15,1.70,1.70,1.70,1.70,000,1.70
2014-09-12,1.70,1.70,1.70,1.70,000,1.70
2014-09-11,1.70,1.70,1.70,1.70,000,1.70
2014-09-10,1.70,1.70,1.70,1.70,000,1.70
2014-09-09,1.70,1.70,1.70,1.70,000,1.70
2014-09-08,1.70,1.70,1.70,1.70,000,1.70
2014-09-05,1.70,1.70,1.70,1.70,000,1.70
2014-09-04,1.70,1.70,1.70,1.70,000,1.70
2014-09-03,1.70,1.70,1.70,1.70,000,1.70
2014-09-02,1.70,1.70,1.70,1.70,000,1.70
2014-09-01,1.70,1.70,1.70,1.70,000,1.70
2014-08-29,1.70,1.70,1.70,1.70,000,1.70
2014-08-28,1.70,1.70,1.70,1.70,000,1.70
2014-08-27,1.70,1.70,1.70,1.70,000,1.70
2014-08-26,1.70,1.70,1.70,1.70,000,1.70
2014-08-25,1.70,1.70,1.70,1.70,000,1.70
2014-08-22,1.70,1.70,1.70,1.70,000,1.70
2014-08-21,1.70,1.70,1.70,1.70,000,1.70
2014-08-19,1.70,1.70,1.70,1.70,000,1.70
2014-08-18,1.70,1.70,1.70,1.70,000,1.70
2014-08-15,1.70,1.70,1.70,1.70,000,1.70
2014-08-14,1.70,1.70,1.70,1.70,000,1.70
2014-08-13,1.70,1.70,1.70,1.70,000,1.70
2014-08-12,1.70,1.70,1.70,1.70,000,1.70
2014-08-11,1.70,1.70,1.70,1.70,000,1.70
2014-08-08,1.70,1.70,1.70,1.70,000,1.70
2014-08-07,1.70,1.70,1.70,1.70,000,1.70
2014-08-06,1.70,1.70,1.70,1.70,000,1.70
2014-08-05,1.70,1.70,1.70,1.70,000,1.70
2014-08-04,1.70,1.70,1.70,1.70,000,1.70
2014-08-01,1.70,1.70,1.70,1.70,000,1.70
2014-07-31,1.70,1.70,1.70,1.70,000,1.70
2014-07-30,1.70,1.70,1.70,1.70,000,1.70
2014-07-29,1.70,1.70,1.70,1.70,000,1.70
2014-07-28,1.70,1.70,1.70,1.70,000,1.70
2014-07-25,1.70,1.70,1.70,1.70,000,1.70
2014-07-24,1.70,1.70,1.70,1.70,000,1.70
2014-07-23,1.70,1.70,1.70,1.70,000,1.70
2014-07-22,1.70,1.70,1.70,1.70,000,1.70
2014-07-21,1.70,1.70,1.70,1.70,000,1.70
2014-07-18,1.70,1.70,1.70,1.70,000,1.70
2014-07-17,1.70,1.70,1.70,1.70,000,1.70
2014-07-16,1.70,1.70,1.70,1.70,000,1.70
2014-07-15,1.70,1.70,1.70,1.70,000,1.70
2014-07-14,1.70,1.70,1.70,1.70,000,1.70
2014-07-11,1.70,1.70,1.70,1.70,000,1.70
2014-07-10,1.70,1.70,1.70,1.70,000,1.70
2014-07-09,1.70,1.70,1.70,1.70,000,1.70
2014-07-08,1.70,1.70,1.70,1.70,000,1.70
2014-07-07,1.70,1.70,1.70,1.70,000,1.70
2014-07-04,1.70,1.70,1.70,1.70,000,1.70
2014-07-03,1.70,1.70,1.70,1.70,000,1.70
2014-07-02,1.70,1.70,1.70,1.70,000,1.70
2014-07-01,1.70,1.70,1.70,1.70,000,1.70
2014-06-30,1.70,1.70,1.70,1.70,000,1.70
2014-06-27,1.70,1.70,1.70,1.70,000,1.70
2014-06-26,1.70,1.70,1.70,1.70,000,1.70
2014-06-25,1.70,1.70,1.70,1.70,000,1.70
2014-06-24,1.70,1.70,1.70,1.70,000,1.70
2014-06-23,1.70,1.70,1.70,1.70,000,1.70
2014-06-20,1.70,1.70,1.70,1.70,000,1.70
2014-06-19,1.70,1.70,1.70,1.70,000,1.70
2014-06-18,1.70,1.70,1.70,1.70,000,1.70
2014-06-17,1.70,1.70,1.70,1.70,000,1.70
2014-06-16,1.70,1.70,1.70,1.70,000,1.70
2014-06-13,1.70,1.70,1.70,1.70,000,1.70
2014-06-12,1.70,1.70,1.70,1.70,000,1.70
2014-06-11,1.70,1.70,1.70,1.70,000,1.70
2014-06-10,1.70,1.70,1.70,1.70,000,1.70
2014-06-09,1.70,1.70,1.70,1.70,000,1.70
2014-06-06,1.70,1.70,1.70,1.70,000,1.70
2014-06-05,1.70,1.70,1.70,1.70,000,1.70
2014-06-04,1.70,1.70,1.70,1.70,000,1.70
2014-06-03,1.70,1.70,1.70,1.70,000,1.70
2014-06-02,1.70,1.70,1.70,1.70,000,1.70
2014-05-30,1.70,1.70,1.70,1.70,000,1.70
2014-05-29,1.70,1.70,1.70,1.70,000,1.70
2014-05-28,1.70,1.70,1.70,1.70,000,1.70
2014-05-27,1.70,1.70,1.70,1.70,000,1.70
2014-05-26,1.70,1.70,1.70,1.70,000,1.70
2014-05-23,1.70,1.70,1.70,1.70,000,1.70
2014-05-22,1.70,1.70,1.70,1.70,000,1.70
2014-05-21,1.70,1.70,1.70,1.70,000,1.70
2014-05-20,1.70,1.70,1.70,1.70,000,1.70
2014-05-19,1.70,1.70,1.70,1.70,000,1.70
2014-05-16,1.70,1.70,1.70,1.70,000,1.70
2014-05-15,1.70,1.70,1.70,1.70,000,1.70
2014-05-14,1.70,1.70,1.70,1.70,000,1.70
2014-05-13,1.70,1.70,1.70,1.70,000,1.70
2014-05-12,1.70,1.70,1.70,1.70,000,1.70
2014-05-09,1.70,1.70,1.70,1.70,000,1.70
2014-05-08,1.70,1.70,1.70,1.70,000,1.70
2014-05-07,1.70,1.70,1.70,1.70,000,1.70
2014-05-06,1.70,1.70,1.70,1.70,000,1.70
2014-05-05,1.70,1.70,1.70,1.70,000,1.70
2014-05-02,1.70,1.70,1.70,1.70,000,1.70
2014-05-01,1.70,1.70,1.70,1.70,000,1.70
2014-04-30,1.70,1.70,1.70,1.70,000,1.70
2014-04-29,1.70,1.70,1.70,1.70,000,1.70
2014-04-28,1.70,1.70,1.70,1.70,000,1.70
2014-04-25,1.70,1.70,1.70,1.70,000,1.70
2014-04-24,1.70,1.70,1.70,1.70,000,1.70
2014-04-23,1.70,1.70,1.70,1.70,000,1.70
2014-04-22,1.70,1.70,1.70,1.70,000,1.70
2014-04-21,1.70,1.70,1.70,1.70,000,1.70
2014-04-18,1.70,1.70,1.70,1.70,000,1.70
2014-04-17,1.70,1.70,1.70,1.70,000,1.70
2014-04-16,1.70,1.70,1.70,1.70,000,1.70
2014-04-15,1.70,1.70,1.70,1.70,000,1.70
2014-04-14,1.70,1.70,1.70,1.70,000,1.70
2014-04-11,1.70,1.70,1.70,1.70,000,1.70
2014-04-10,1.70,1.70,1.70,1.70,000,1.70
2014-04-09,1.70,1.70,1.70,1.70,000,1.70
2014-04-08,1.70,1.70,1.70,1.70,000,1.70
2014-04-07,1.70,1.70,1.70,1.70,000,1.70
2014-04-04,1.70,1.70,1.70,1.70,000,1.70
2014-04-03,1.70,1.70,1.70,1.70,000,1.70
2014-04-02,1.70,1.70,1.70,1.70,000,1.70
2014-04-01,1.70,1.70,1.70,1.70,000,1.70
2014-03-31,1.70,1.70,1.70,1.70,000,1.70
2014-03-28,1.70,1.70,1.70,1.70,000,1.70
2014-03-27,1.70,1.70,1.70,1.70,000,1.70
2014-03-26,1.70,1.70,1.70,1.70,000,1.70
2014-03-25,1.70,1.70,1.70,1.70,000,1.70
2014-03-24,1.70,1.70,1.70,1.70,000,1.70
2014-03-21,1.70,1.70,1.70,1.70,000,1.70
2014-03-20,1.70,1.70,1.70,1.70,000,1.70
2014-03-19,1.70,1.70,1.70,1.70,000,1.70
2014-03-18,1.70,1.70,1.70,1.70,000,1.70
2014-03-17,1.70,1.70,1.70,1.70,000,1.70
2014-03-14,1.70,1.70,1.70,1.70,000,1.70
2014-03-13,1.70,1.70,1.70,1.70,000,1.70
2014-03-12,1.70,1.70,1.70,1.70,000,1.70
2014-03-11,1.70,1.70,1.70,1.70,000,1.70
2014-03-10,1.70,1.70,1.70,1.70,000,1.70
2014-03-07,1.70,1.70,1.70,1.70,000,1.70
2014-03-06,1.70,1.70,1.70,1.70,000,1.70
2014-03-05,1.70,1.70,1.70,1.70,000,1.70
2014-03-04,1.70,1.70,1.70,1.70,000,1.70
2014-03-03,1.70,1.70,1.70,1.70,000,1.70
2014-02-28,1.70,1.70,1.70,1.70,000,1.70
2014-02-27,1.70,1.70,1.70,1.70,000,1.70
2014-02-26,1.70,1.70,1.70,1.70,000,1.70
2014-02-25,1.70,1.70,1.70,1.70,000,1.70
2014-02-24,1.70,1.70,1.70,1.70,000,1.70
2014-02-21,1.70,1.70,1.70,1.70,000,1.70
2014-02-20,1.70,1.70,1.70,1.70,000,1.70
2014-02-19,1.70,1.70,1.70,1.70,000,1.70
2014-02-18,1.70,1.70,1.70,1.70,000,1.70
2014-02-17,1.70,1.70,1.70,1.70,000,1.70
2014-02-14,1.70,1.70,1.70,1.70,000,1.70
2014-02-13,1.70,1.70,1.70,1.70,000,1.70
2014-02-12,1.70,1.70,1.70,1.70,000,1.70
2014-02-11,1.70,1.70,1.70,1.70,000,1.70
2014-02-10,1.70,1.70,1.70,1.70,000,1.70
2014-02-07,1.70,1.70,1.70,1.70,000,1.70
2014-02-06,1.70,1.70,1.70,1.70,000,1.70
2014-02-05,1.70,1.70,1.70,1.70,000,1.70
2014-02-04,1.70,1.70,1.70,1.70,000,1.70
2014-02-03,1.70,1.70,1.70,1.70,000,1.70
2014-01-31,1.70,1.70,1.70,1.70,000,1.70
2014-01-30,1.70,1.70,1.70,1.70,000,1.70
2014-01-29,1.70,1.70,1.70,1.70,000,1.70
2014-01-28,1.70,1.70,1.70,1.70,000,1.70
2014-01-27,1.70,1.70,1.70,1.70,000,1.70
2014-01-24,1.70,1.70,1.70,1.70,000,1.70
2014-01-23,1.70,1.70,1.70,1.70,000,1.70
2014-01-22,1.70,1.70,1.70,1.70,000,1.70
2014-01-21,1.70,1.70,1.70,1.70,000,1.70
2014-01-20,1.70,1.70,1.70,1.70,000,1.70
2014-01-17,1.70,1.70,1.70,1.70,000,1.70
2014-01-16,1.70,1.70,1.70,1.70,000,1.70
2014-01-15,1.70,1.70,1.70,1.70,000,1.70
2014-01-14,1.70,1.70,1.70,1.70,000,1.70
2014-01-13,1.70,1.70,1.70,1.70,000,1.70
2014-01-10,1.70,1.70,1.70,1.70,000,1.70
2014-01-09,1.70,1.70,1.70,1.70,000,1.70
2014-01-08,1.70,1.70,1.70,1.70,000,1.70
2014-01-07,1.70,1.70,1.70,1.70,000,1.70
2014-01-06,1.70,1.70,1.70,1.70,000,1.70
2014-01-03,1.70,1.70,1.70,1.70,000,1.70
2014-01-02,1.70,1.70,1.70,1.70,000,1.70
2014-01-01,1.70,1.70,1.70,1.70,000,1.70
2013-12-31,1.70,1.70,1.70,1.70,000,1.70
2013-12-30,1.70,1.70,1.70,1.70,000,1.70
2013-12-27,1.70,1.70,1.70,1.70,000,1.70
2013-12-26,1.70,1.70,1.70,1.70,000,1.70
2013-12-25,1.70,1.70,1.70,1.70,000,1.70
2013-12-24,1.70,1.70,1.70,1.70,000,1.70
2013-12-23,1.70,1.70,1.70,1.70,000,1.70
2013-12-20,1.70,1.70,1.70,1.70,000,1.70
2013-12-19,1.70,1.70,1.70,1.70,000,1.70
2013-12-18,1.70,1.70,1.70,1.70,000,1.70
2013-12-17,1.70,1.70,1.70,1.70,000,1.70
2013-12-16,1.70,1.70,1.70,1.70,000,1.70
2013-12-13,1.70,1.70,1.70,1.70,000,1.70
2013-12-12,1.70,1.70,1.70,1.70,000,1.70
2013-12-11,1.70,1.70,1.70,1.70,000,1.70
2013-12-10,1.70,1.70,1.70,1.70,000,1.70
2013-12-09,1.70,1.70,1.70,1.70,000,1.70
2013-12-06,1.70,1.70,1.70,1.70,000,1.70
2013-12-05,1.70,1.70,1.70,1.70,000,1.70
2013-12-04,1.70,1.70,1.70,1.70,000,1.70
2013-12-03,1.70,1.70,1.70,1.70,000,1.70
2013-12-02,1.70,1.70,1.70,1.70,000,1.70
2013-11-29,1.70,1.70,1.70,1.70,000,1.70
2013-11-28,1.70,1.70,1.70,1.70,000,1.70
2013-11-27,1.70,1.70,1.70,1.70,000,1.70
2013-11-26,1.70,1.70,1.70,1.70,000,1.70
2013-11-25,1.70,1.70,1.70,1.70,000,1.70
2013-11-22,1.70,1.70,1.70,1.70,000,1.70
2013-11-21,1.70,1.70,1.70,1.70,000,1.70
2013-11-20,1.70,1.70,1.70,1.70,000,1.70
2013-11-19,1.70,1.70,1.70,1.70,000,1.70
2013-11-18,1.70,1.70,1.70,1.70,000,1.70
2013-11-15,1.70,1.70,1.70,1.70,000,1.70
2013-11-14,1.70,1.70,1.70,1.70,000,1.70
2013-11-13,1.70,1.70,1.70,1.70,000,1.70
2013-11-12,1.70,1.70,1.70,1.70,000,1.70
2013-11-11,1.70,1.70,1.70,1.70,000,1.70
2013-11-08,1.70,1.70,1.70,1.70,000,1.70
2013-11-07,1.70,1.70,1.70,1.70,000,1.70
2013-11-06,1.70,1.70,1.70,1.70,000,1.70
2013-11-05,1.70,1.70,1.70,1.70,000,1.70
2013-11-04,1.70,1.70,1.70,1.70,000,1.70
2013-11-01,1.70,1.70,1.70,1.70,000,1.70
2013-10-31,1.70,1.70,1.70,1.70,000,1.70
2013-10-30,1.70,1.70,1.70,1.70,000,1.70
2013-10-29,1.70,1.70,1.70,1.70,000,1.70
2013-10-28,1.70,1.70,1.70,1.70,000,1.70
2013-10-25,1.70,1.70,1.70,1.70,000,1.70
2013-10-24,1.70,1.70,1.70,1.70,000,1.70
2013-10-23,1.70,1.70,1.70,1.70,000,1.70
2013-10-22,1.70,1.70,1.70,1.70,000,1.70
2013-10-21,1.70,1.70,1.70,1.70,000,1.70
2013-10-18,1.70,1.70,1.70,1.70,000,1.70
2013-10-17,1.70,1.70,1.70,1.70,000,1.70
2013-10-16,1.70,1.70,1.70,1.70,000,1.70
2013-10-15,1.70,1.70,1.70,1.70,000,1.70
2013-10-14,1.70,1.70,1.70,1.70,000,1.70
2013-10-11,1.70,1.70,1.70,1.70,000,1.70
2013-10-10,1.70,1.70,1.70,1.70,000,1.70
2013-10-09,1.70,1.70,1.70,1.70,000,1.70
2013-10-08,1.70,1.70,1.70,1.70,000,1.70
2013-10-07,1.70,1.70,1.70,1.70,000,1.70
2013-10-04,1.70,1.70,1.70,1.70,000,1.70
2013-10-03,1.70,1.70,1.70,1.70,000,1.70
2013-10-02,1.70,1.70,1.70,1.70,000,1.70
